EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,EmployeeCount,Over18,StandardHours,Attrition
950,29,Female,Divorced,Research & Development,Human Resources,5,Travel_Rarely,11,Sales Representative,4,1,3,3,1,3,4,2,8,5,3,2,1,6,2,Yes,14,10251,451,41,8277,1,Y,80,No
951,22,Female,Married,Human Resources,Marketing,4,Travel_Frequently,9,Healthcare Representative,3,4,2,1,4,2,3,5,2,0,0,0,0,1,1,No,12,9684,821,83,8942,1,Y,80,Yes
952,31,Female,Divorced,Research & Development,Other,5,Non-Travel,29,Sales Representative,2,1,3,2,4,3,3,6,12,9,0,2,4,6,2,No,21,7266,732,82,11278,1,Y,80,No
953,44,Male,Divorced,Research & Development,Life Sciences,4,Travel_Rarely,21,Research Director,4,3,2,4,1,3,3,3,22,15,10,1,7,4,0,No,14,15190,960,98,7189,1,Y,80,No
954,36,Female,Married,Research & Development,Marketing,4,Travel_Frequently,16,Sales Representative,3,2,3,3,2,3,3,2,13,3,1,1,0,2,0,No,23,8448,461,75,7825,1,Y,80,No
955,51,Male,Divorced,Sales,Technical Degree,5,Travel_Rarely,26,Manager,5,4,1,4,2,2,3,2,33,16,13,7,1,4,1,No,13,15348,778,35,3190,1,Y,80,No
956,44,Female,Married,Sales,Medical,2,Non-Travel,22,Sales Executive,2,3,3,3,4,3,3,9,23,15,7,8,12,4,0,No,11,9119,141,99,7924,1,Y,80,No
957,35,Male,Single,Sales,Life Sciences,3,Travel_Frequently,19,Manufacturing Director,3,2,4,1,4,3,3,6,13,10,2,3,4,4,2,Yes,16,10001,825,57,15685,1,Y,80,No
958,45,Male,Single,Research & Development,Medical,5,Travel_Frequently,10,Sales Executive,3,3,4,1,4,4,3,9,23,19,12,3,13,6,1,Yes,15,10407,247,62,11189,1,Y,80,No
959,59,Female,Single,Sales,Medical,2,Travel_Rarely,29,Sales Executive,5,1,2,1,2,3,3,0,40,18,11,0,4,4,0,Yes,20,18203,1119,91,12730,1,Y,80,No
960,35,Male,Single,Research & Development,Human Resources,2,Travel_Rarely,21,Manufacturing Director,3,1,2,3,4,3,3,4,17,14,2,2,4,0,1,Yes,14,11010,1288,46,25105,1,Y,80,No
961,24,Female,Married,Research & Development,Medical,1,Travel_Frequently,28,Healthcare Representative,1,2,2,4,4,3,3,4,3,1,0,0,0,2,1,Yes,25,4291,662,77,2160,1,Y,80,Yes
962,35,Male,Married,Sales,Life Sciences,2,Travel_Rarely,29,Healthcare Representative,2,4,4,2,3,2,3,4,14,2,0,1,1,6,1,No,17,6999,1335,84,22872,1,Y,80,No
963,54,Female,Divorced,Research & Development,Medical,3,Travel_Rarely,16,Human Resources,5,4,4,3,1,3,3,3,35,24,7,1,7,1,0,No,21,17175,649,67,2828,1,Y,80,No
964,27,Female,Married,Research & Development,Medical,5,Travel_Frequently,11,Sales Representative,2,2,3,3,2,3,3,0,7,2,0,0,0,3,3,No,22,6974,1322,83,14810,1,Y,80,No
965,58,Male,Single,Research & Development,Life Sciences,1,Travel_Rarely,28,Manufacturing Director,2,2,4,3,1,2,3,0,37,11,6,4,5,3,1,Yes,24,10790,827,80,5253,1,Y,80,No
966,43,Female,Married,Sales,Medical,4,Travel_Rarely,29,Manufacturing Director,1,4,1,3,4,3,3,7,23,9,6,3,1,3,2,Yes,18,6412,875,67,13944,1,Y,80,Yes
967,43,Male,Married,Research & Development,Medical,4,Travel_Rarely,4,Sales Representative,4,3,4,2,2,3,3,4,23,19,5,7,7,6,1,Yes,14,12972,672,36,24365,1,Y,80,No
968,31,Female,Single,Research & Development,Life Sciences,5,Travel_Rarely,19,Laboratory Technician,1,1,4,3,3,3,3,1,9,8,5,2,4,3,1,Yes,18,3867,1409,82,2786,1,Y,80,No
969,57,Female,Single,Research & Development,Marketing,4,Travel_Rarely,18,Research Director,2,1,3,2,2,1,3,3,34,32,18,5,3,0,0,No,17,8214,1088,86,14668,1,Y,80,No
970,19,Female,Married,Sales,Medical,1,Travel_Rarely,22,Research Director,4,4,3,3,4,3,3,9,0,0,0,0,0,1,1,Yes,20,10141,798,52,13557,1,Y,80,Yes
971,30,Male,Single,Research & Development,Technical Degree,3,Travel_Rarely,29,Sales Representative,5,4,4,4,4,2,3,4,12,6,0,1,0,4,0,Yes,14,14809,1213,88,13281,1,Y,80,No
972,35,Male,Divorced,Research & Development,Medical,5,Travel_Rarely,8,Laboratory Technician,2,4,3,1,2,3,3,9,15,12,3,5,8,5,3,No,18,8460,747,45,17594,1,Y,80,No
973,38,Female,Married,Sales,Life Sciences,5,Travel_Rarely,29,Manager,2,1,4,3,2,3,3,1,20,9,2,0,6,4,0,No,25,9501,1326,42,10157,1,Y,80,No
974,38,Male,Married,Research & Development,Other,4,Non-Travel,19,Research Director,1,4,1,1,1,3,3,1,15,7,6,2,5,5,0,Yes,21,5504,764,38,21464,1,Y,80,Yes
975,24,Male,Single,Sales,Medical,5,Travel_Rarely,3,Sales Executive,3,1,3,2,1,3,3,5,3,1,0,0,0,1,1,No,25,9554,1233,69,7952,1,Y,80,No
976,27,Male,Divorced,Research & Development,Life Sciences,4,Travel_Rarely,15,Research Scientist,5,4,2,3,4,3,3,6,8,5,0,1,2,0,1,No,12,14523,455,50,10899,1,Y,80,No
977,22,Male,Married,Research & Development,Technical Degree,1,Travel_Rarely,4,Healthcare Representative,2,4,4,2,4,3,4,9,0,0,0,0,0,6,1,No,20,6030,892,79,13711,1,Y,80,Yes
978,42,Female,Single,Sales,Life Sciences,5,Travel_Rarely,28,Manufacturing Director,2,2,4,1,4,3,3,4,21,9,2,5,3,3,1,No,11,8521,958,76,24984,1,Y,80,No
979,33,Male,Married,Research & Development,Technical Degree,1,Travel_Rarely,23,Sales Representative,2,1,4,2,3,2,4,2,15,3,0,0,0,5,1,No,14,7324,838,60,15338,1,Y,80,No
980,42,Male,Married,Research & Development,Marketing,2,Travel_Frequently,27,Manufacturing Director,5,3,1,1,1,3,3,5,24,18,6,8,11,6,2,No,23,15121,728,48,23004,1,Y,80,No
981,43,Female,Married,Research & Development,Other,2,Non-Travel,18,Human Resources,3,1,2,3,1,3,3,3,21,14,2,0,1,1,1,Yes,12,12131,101,94,5491,1,Y,80,No
982,48,Male,Single,Research & Development,Other,4,Travel_Rarely,12,Laboratory Technician,4,3,1,1,3,4,3,1,29,10,2,5,4,6,1,No,18,13885,1464,92,4055,1,Y,80,No
983,41,Female,Married,Research & Development,Life Sciences,1,Travel_Frequently,13,Manufacturing Director,4,2,4,2,2,2,3,0,20,9,3,0,4,2,2,No,12,10770,402,54,14539,1,Y,80,No
984,45,Male,Single,Sales,Technical Degree,4,Travel_Rarely,28,Sales Executive,4,2,2,2,1,3,3,7,22,21,8,4,13,4,0,No,15,13010,340,47,24573,1,Y,80,No
985,43,Female,Single,Research & Development,Life Sciences,5,Travel_Rarely,5,Laboratory Technician,3,4,3,4,1,1,3,6,24,16,7,9,5,2,0,No,12,12633,1235,87,7851,1,Y,80,No
986,46,Female,Single,Research & Development,Marketing,4,Travel_Frequently,26,Laboratory Technician,3,4,2,4,3,4,4,1,28,18,9,6,8,1,0,No,17,9451,207,78,7570,1,Y,80,No
987,44,Female,Divorced,Research & Development,Marketing,2,Travel_Frequently,13,Sales Representative,3,2,4,1,4,3,3,5,26,18,7,2,10,6,1,No,20,12929,1168,62,5703,1,Y,80,No
988,31,Male,Single,Sales,Life Sciences,5,Non-Travel,18,Manufacturing Director,1,2,4,1,2,3,4,8,8,7,3,0,5,2,1,No,20,5503,591,67,25082,1,Y,80,Yes
989,28,Male,Married,Sales,Life Sciences,2,Travel_Rarely,20,Research Scientist,3,4,4,3,4,3,3,8,7,3,1,0,1,0,0,No,24,9378,1108,81,4302,1,Y,80,Yes
990,51,Female,Married,Research & Development,Life Sciences,4,Travel_Rarely,3,Laboratory Technician,5,2,3,2,2,2,3,4,32,13,11,2,3,1,0,No,12,15118,401,45,17766,1,Y,80,No
991,32,Male,Divorced,Sales,Life Sciences,3,Travel_Rarely,5,Manager,1,1,1,3,3,3,3,0,14,7,1,2,5,6,0,No,17,4233,1083,100,11506,1,Y,80,Yes
992,41,Male,Married,Sales,Life Sciences,1,Travel_Frequently,5,Research Director,5,4,4,4,1,3,3,6,19,15,8,4,2,5,1,No,18,12166,1488,69,12298,1,Y,80,No
993,26,Male,Divorced,Research & Development,Human Resources,1,Travel_Rarely,23,Human Resources,3,4,1,1,3,2,4,5,8,2,0,1,0,4,0,Yes,12,8866,806,39,19769,1,Y,80,Yes
994,36,Female,Single,Sales,Medical,1,Travel_Frequently,3,Sales Executive,2,2,2,4,2,4,3,9,18,6,2,2,1,5,1,No,12,8747,882,97,12911,1,Y,80,No
995,40,Female,Single,Sales,Technical Degree,5,Travel_Rarely,18,Research Director,1,1,2,1,4,4,3,5,19,7,3,3,3,4,3,No,15,6637,958,100,2576,1,Y,80,No
996,44,Female,Married,Sales,Technical Degree,5,Travel_Rarely,4,Manufacturing Director,4,1,2,1,2,4,3,7,23,16,11,4,9,6,1,No,23,11280,603,97,16069,1,Y,80,No
997,40,Female,Married,Research & Development,Technical Degree,3,Travel_Rarely,23,Research Director,1,3,4,3,1,3,3,5,19,13,11,3,6,0,2,Yes,19,5653,871,79,2642,1,Y,80,No
998,33,Male,Divorced,Research & Development,Medical,5,Travel_Frequently,29,Sales Executive,3,2,1,4,1,2,4,5,10,4,1,1,2,0,3,No,19,9456,999,50,23096,1,Y,80,No
999,59,Male,Divorced,Research & Development,Human Resources,1,Travel_Rarely,13,Manager,1,3,3,3,2,3,3,3,40,16,4,3,8,4,1,Yes,19,7315,134,67,25641,1,Y,80,No
1000,40,Male,Married,Sales,Technical Degree,5,Non-Travel,7,Human Resources,5,4,1,1,2,2,3,4,19,15,10,1,4,6,1,Yes,23,15147,734,68,22923,1,Y,80,No
1001,52,Female,Divorced,Sales,Technical Degree,2,Non-Travel,13,Sales Executive,1,1,4,1,2,3,3,2,33,7,1,3,3,4,2,No,19,8137,837,66,12340,1,Y,80,No
1002,49,Male,Married,Research & Development,Human Resources,1,Travel_Rarely,21,Research Director,5,4,3,4,3,2,3,4,29,22,11,8,15,6,1,No,21,15493,392,40,12372,1,Y,80,No
1003,42,Female,Single,Research & Development,Marketing,4,Travel_Rarely,22,Research Scientist,3,1,2,3,4,4,3,9,24,8,6,1,4,2,1,No,15,9286,759,52,16626,1,Y,80,No
1004,56,Female,Married,Research & Development,Medical,2,Travel_Rarely,19,Human Resources,1,1,1,1,3,2,3,3,34,31,13,8,14,4,0,No,23,7545,652,63,23225,1,Y,80,No
1005,23,Male,Single,Research & Development,Human Resources,2,Travel_Rarely,17,Sales Representative,4,3,1,3,2,2,3,4,1,0,0,0,0,3,1,No,11,8961,875,67,20830,1,Y,80,No
1006,57,Male,Divorced,Research & Development,Medical,4,Travel_Rarely,19,Human Resources,5,3,1,2,3,2,3,9,35,24,4,8,12,6,2,No,16,19187,500,52,13798,1,Y,80,No
1007,54,Male,Single,Research & Development,Technical Degree,2,Travel_Rarely,7,Human Resources,2,4,2,1,4,3,3,1,36,10,1,2,3,4,1,No,14,11205,1357,81,22285,1,Y,80,No
1008,39,Female,Single,Human Resources,Life Sciences,4,Travel_Rarely,6,Laboratory Technician,5,3,4,1,1,2,3,2,21,8,7,4,6,3,0,No,13,12761,992,95,12438,1,Y,80,No
1009,49,Female,Married,Sales,Life Sciences,1,Travel_Frequently,27,Manufacturing Director,4,2,1,4,1,2,3,4,27,20,4,6,5,1,1,No,19,13625,977,63,21242,1,Y,80,No
1010,40,Female,Single,Research & Development,Medical,1,Travel_Frequently,17,Sales Representative,4,3,3,3,1,2,4,4,19,12,4,2,1,2,2,No,24,14039,1243,74,8081,1,Y,80,No
1011,29,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,25,Research Scientist,2,4,2,1,4,3,4,3,11,8,4,3,5,0,1,Yes,13,7136,129,43,13338,1,Y,80,Yes
1012,52,Male,Married,Research & Development,Other,4,Travel_Rarely,19,Laboratory Technician,1,3,1,1,4,4,3,7,31,20,7,10,15,1,1,No,24,6759,467,43,22698,1,Y,80,No
1013,28,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,14,Sales Executive,3,2,3,2,2,3,3,4,5,3,0,1,1,3,0,No,23,10585,353,35,8159,1,Y,80,No
1014,31,Male,Married,Research & Development,Technical Degree,1,Travel_Frequently,17,Research Director,5,4,3,2,4,2,3,3,9,7,1,2,3,0,0,No,24,12540,969,100,17501,1,Y,80,No
1015,40,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,21,Laboratory Technician,3,2,4,2,3,2,4,4,21,11,5,2,9,3,2,No,11,10594,579,51,9008,1,Y,80,No
1016,54,Male,Single,Sales,Other,3,Travel_Rarely,6,Manufacturing Director,4,2,3,3,4,1,4,8,35,32,14,12,12,0,0,No,25,12051,1091,79,12777,1,Y,80,No
1017,34,Female,Single,Research & Development,Medical,3,Travel_Frequently,14,Healthcare Representative,4,2,2,1,4,3,3,9,12,5,3,2,2,1,2,No,17,11049,1419,74,10107,1,Y,80,No
1018,39,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,21,Manufacturing Director,2,2,4,1,4,2,3,2,19,8,2,4,4,4,0,Yes,19,9058,618,39,18559,1,Y,80,No
1019,19,Male,Divorced,Sales,Life Sciences,1,Travel_Rarely,3,Research Director,1,1,1,3,2,1,3,0,0,0,0,0,0,0,3,Yes,15,4205,562,41,20884,1,Y,80,No
1020,22,Female,Single,Research & Development,Medical,1,Travel_Rarely,3,Human Resources,5,3,3,4,3,2,3,0,0,0,0,0,0,2,1,No,18,13685,782,86,23525,1,Y,80,No
1021,20,Male,Divorced,Research & Development,Other,4,Travel_Rarely,5,Manager,4,3,4,1,1,3,4,4,0,0,0,0,0,1,1,No,19,9224,784,86,10896,1,Y,80,Yes
1022,21,Female,Married,Research & Development,Other,1,Travel_Rarely,18,Research Director,3,2,1,2,4,3,4,6,0,0,0,0,0,0,1,No,22,9641,602,69,6945,1,Y,80,Yes
1023,55,Female,Married,Sales,Medical,2,Travel_Frequently,7,Sales Executive,3,4,4,3,2,2,4,0,35,21,16,3,4,1,1,Yes,16,10903,584,54,25273,1,Y,80,No
1024,54,Female,Married,Research & Development,Medical,5,Travel_Rarely,13,Human Resources,5,2,1,1,2,3,3,5,33,23,8,0,10,0,1,Yes,12,16459,622,58,11811,1,Y,80,No
1025,53,Female,Married,Sales,Life Sciences,2,Travel_Rarely,4,Research Scientist,4,2,2,4,3,3,3,3,35,7,2,2,3,0,0,Yes,19,12688,782,86,18311,1,Y,80,No
1026,20,Male,Divorced,Sales,Medical,4,Travel_Frequently,8,Sales Executive,4,1,2,1,4,4,4,9,0,0,0,0,0,4,0,No,22,10900,724,43,11507,1,Y,80,No
1027,21,Female,Married,Research & Development,Marketing,2,Travel_Frequently,1,Sales Executive,4,4,1,3,3,2,3,6,0,0,0,0,0,0,0,No,11,11071,739,36,22857,1,Y,80,Yes
1028,30,Male,Married,Sales,Life Sciences,5,Travel_Rarely,24,Laboratory Technician,2,1,3,2,4,3,3,4,11,4,1,1,2,6,1,Yes,23,6794,513,49,3900,1,Y,80,No
1029,42,Male,Married,Sales,Marketing,5,Travel_Rarely,14,Research Director,4,1,2,3,3,4,3,5,21,5,2,0,4,3,1,No,23,12828,987,43,2998,1,Y,80,No
1030,32,Male,Single,Research & Development,Human Resources,3,Travel_Rarely,6,Laboratory Technician,5,4,3,1,4,4,3,1,12,4,3,1,1,2,0,No,19,13748,783,41,10351,1,Y,80,No
1031,38,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,16,Research Director,2,3,2,1,3,3,3,4,16,14,7,1,3,6,1,No,25,8286,420,62,12374,1,Y,80,No
1032,25,Female,Single,Human Resources,Life Sciences,3,Non-Travel,28,Manufacturing Director,3,1,3,3,2,2,4,3,3,2,0,0,0,5,0,Yes,16,8935,1153,87,21044,1,Y,80,Yes
1033,49,Male,Single,Research & Development,Life Sciences,5,Travel_Rarely,24,Sales Executive,4,2,4,4,4,4,3,1,29,12,10,6,8,2,0,No,13,15507,1332,79,13758,1,Y,80,No
1034,31,Male,Single,Research & Development,Life Sciences,2,Travel_Frequently,26,Healthcare Representative,3,3,3,3,2,3,3,3,9,3,0,0,0,6,0,No,20,7750,652,49,8333,1,Y,80,No
1035,20,Male,Single,Human Resources,Life Sciences,5,Travel_Rarely,12,Laboratory Technician,5,1,1,4,3,2,3,6,2,0,0,0,0,3,1,Yes,20,10913,831,60,3897,1,Y,80,Yes
1036,49,Female,Married,Research & Development,Marketing,4,Travel_Rarely,11,Laboratory Technician,3,4,2,2,2,2,3,5,26,12,2,4,5,4,0,Yes,24,9661,1423,63,22272,1,Y,80,No
1037,56,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,10,Healthcare Representative,2,3,2,1,2,4,3,9,35,18,12,4,6,6,2,No,14,8121,542,57,14724,1,Y,80,No
1038,18,Female,Married,Research & Development,Technical Degree,2,Travel_Frequently,9,Research Director,1,1,1,2,2,2,3,2,0,0,0,0,0,5,1,No,13,3923,405,98,25881,1,Y,80,No
1039,36,Female,Single,Sales,Human Resources,5,Travel_Rarely,27,Manager,5,3,1,4,2,3,3,6,15,11,3,4,8,4,1,No,21,12881,584,97,10272,1,Y,80,No
1040,53,Male,Married,Research & Development,Other,4,Travel_Rarely,4,Laboratory Technician,4,1,1,4,4,3,3,5,34,19,10,6,4,4,0,No,15,11441,729,100,7599,1,Y,80,No
1041,48,Female,Married,Research & Development,Marketing,5,Travel_Rarely,25,Sales Representative,3,3,4,3,4,3,3,8,26,8,6,2,4,4,1,Yes,13,10054,721,59,8786,1,Y,80,No
1042,54,Male,Married,Sales,Life Sciences,5,Non-Travel,27,Sales Representative,3,2,2,2,3,2,3,9,34,24,11,12,4,6,2,No,21,11759,942,86,12241,1,Y,80,No
1043,35,Male,Married,Sales,Life Sciences,1,Travel_Rarely,25,Laboratory Technician,3,1,4,3,1,3,3,7,13,12,1,0,3,4,1,No,13,10527,487,82,5528,1,Y,80,No
1044,34,Female,Married,Human Resources,Life Sciences,5,Travel_Frequently,19,Research Director,5,3,3,3,1,3,3,4,16,4,0,1,1,2,0,No,23,14293,860,86,5283,1,Y,80,No
1045,48,Female,Married,Research & Development,Other,5,Travel_Rarely,25,Research Director,4,2,3,3,1,4,3,5,30,26,15,3,14,0,0,Yes,15,16056,250,41,21825,1,Y,80,No
1046,24,Male,Divorced,Sales,Other,2,Travel_Rarely,1,Manager,5,2,4,4,3,2,3,6,1,0,0,0,0,5,0,No,20,11705,1425,97,19303,1,Y,80,No
1047,28,Male,Married,Sales,Medical,5,Travel_Rarely,24,Laboratory Technician,5,4,3,3,4,2,3,8,6,4,1,2,2,3,0,No,19,13765,512,96,14540,1,Y,80,No
1048,43,Male,Married,Research & Development,Medical,3,Travel_Rarely,15,Manufacturing Director,4,3,1,1,2,2,3,2,25,8,2,3,6,2,1,Yes,19,11938,554,86,14054,1,Y,80,Yes
1049,46,Male,Married,Research & Development,Medical,2,Travel_Rarely,28,Manufacturing Director,3,2,2,1,2,2,3,8,27,18,12,2,4,6,0,No,15,12348,325,70,14422,1,Y,80,No
1050,23,Female,Single,Research & Development,Life Sciences,2,Travel_Rarely,3,Research Scientist,2,1,3,3,3,4,3,8,2,0,0,0,0,1,2,No,12,5624,628,62,16717,1,Y,80,Yes
1051,39,Female,Divorced,Research & Development,Other,2,Travel_Rarely,27,Laboratory Technician,4,3,1,4,4,2,3,0,21,13,2,1,8,0,1,No,20,15050,1464,47,9146,1,Y,80,No
1052,33,Female,Single,Sales,Life Sciences,1,Travel_Rarely,17,Research Scientist,4,1,1,4,2,2,3,2,13,8,3,3,1,5,1,Yes,17,13037,933,34,21467,1,Y,80,No
1053,39,Male,Single,Sales,Medical,4,Travel_Rarely,4,Research Scientist,3,4,1,3,2,3,3,2,20,13,6,2,4,6,2,Yes,25,10620,1033,98,2202,1,Y,80,No
1054,59,Female,Divorced,Research & Development,Medical,4,Travel_Rarely,15,Sales Representative,1,1,3,3,3,2,3,5,40,29,18,15,3,5,1,No,24,7759,934,44,21404,1,Y,80,No
1055,21,Female,Married,Research & Development,Life Sciences,4,Travel_Rarely,2,Research Scientist,5,3,2,4,4,2,3,2,2,0,0,0,0,6,0,No,12,12616,567,54,21827,1,Y,80,No
1056,60,Female,Single,Research & Development,Medical,3,Travel_Rarely,3,Healthcare Representative,5,2,1,4,3,3,4,3,40,30,7,6,9,6,1,Yes,16,13820,1202,61,14899,1,Y,80,No
1057,37,Male,Single,Research & Development,Technical Degree,2,Travel_Rarely,16,Manufacturing Director,2,3,3,1,3,3,3,1,19,6,4,3,1,4,1,Yes,17,9254,579,78,9381,1,Y,80,No
1058,51,Male,Single,Research & Development,Life Sciences,4,Travel_Rarely,24,Sales Executive,3,2,3,2,3,3,3,0,30,22,7,11,17,6,1,No,16,12614,1212,48,24058,1,Y,80,No
1059,36,Male,Married,Research & Development,Medical,5,Travel_Rarely,4,Research Director,1,1,3,2,1,3,3,4,17,5,4,0,4,2,2,No,21,4727,1480,45,22465,1,Y,80,No
1060,31,Male,Single,Research & Development,Medical,1,Travel_Frequently,8,Human Resources,5,4,1,3,4,2,3,3,13,7,2,2,3,5,1,Yes,16,12287,115,53,25298,1,Y,80,No
1061,51,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,12,Manager,2,4,4,2,1,3,4,5,33,16,13,8,11,0,3,No,13,8632,334,53,2408,1,Y,80,No
1062,47,Male,Divorced,Research & Development,Life Sciences,5,Travel_Rarely,16,Sales Representative,2,1,1,2,2,4,4,2,24,23,18,9,17,3,0,No,16,9311,1169,34,17767,1,Y,80,No
1063,24,Female,Married,Research & Development,Life Sciences,5,Travel_Frequently,1,Laboratory Technician,3,1,3,1,2,3,3,2,6,4,3,1,1,2,0,Yes,22,9082,269,57,2180,1,Y,80,No
1064,48,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,19,Research Director,2,3,3,1,3,3,3,8,25,6,0,2,3,6,0,Yes,17,9060,1105,69,2960,1,Y,80,Yes
1065,50,Female,Single,Research & Development,Medical,1,Travel_Rarely,15,Research Director,4,4,1,2,1,3,4,8,32,24,18,13,14,3,1,No,15,11235,444,61,3560,1,Y,80,No
1066,34,Male,Single,Sales,Technical Degree,3,Travel_Rarely,28,Manufacturing Director,5,3,2,4,1,3,3,2,16,5,3,1,4,1,0,No,22,16999,920,54,21399,1,Y,80,No
1067,57,Female,Married,Sales,Technical Degree,1,Travel_Frequently,9,Sales Representative,5,1,1,2,4,3,4,1,36,15,5,1,11,3,0,No,11,14422,1013,95,20179,1,Y,80,No
1068,45,Male,Single,Research & Development,Other,5,Travel_Rarely,15,Human Resources,3,3,2,1,2,2,3,9,22,11,5,3,1,0,3,No,17,9853,543,48,24297,1,Y,80,No
1069,32,Male,Single,Research & Development,Medical,3,Travel_Rarely,3,Manager,1,2,3,2,3,3,4,6,14,11,6,4,7,0,0,No,12,6095,1300,89,17869,1,Y,80,No
1070,18,Female,Single,Research & Development,Marketing,2,Travel_Rarely,27,Research Scientist,5,3,2,4,3,2,3,4,0,0,0,0,0,3,0,No,20,14289,1369,73,15915,1,Y,80,No
1071,47,Female,Single,Research & Development,Marketing,1,Travel_Rarely,25,Laboratory Technician,2,2,3,3,3,3,3,6,25,23,16,4,6,4,0,No,24,8593,405,76,6543,1,Y,80,No
1072,26,Male,Married,Sales,Life Sciences,4,Travel_Frequently,11,Research Scientist,5,1,4,3,3,3,4,2,8,2,0,0,1,4,0,No,17,15800,1133,49,19508,1,Y,80,No
1073,50,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,14,Laboratory Technician,2,1,1,1,3,3,3,4,31,7,4,1,4,0,0,No,25,7599,1042,98,24773,1,Y,80,Yes
1074,40,Female,Divorced,Research & Development,Medical,5,Travel_Rarely,25,Human Resources,3,3,2,4,4,2,4,3,21,18,4,10,4,4,0,Yes,24,8796,460,63,10901,1,Y,80,No
1075,38,Female,Married,Research & Development,Technical Degree,5,Travel_Frequently,9,Research Scientist,3,3,1,1,4,4,3,7,16,6,2,1,2,0,0,No,21,8701,1242,65,19411,1,Y,80,No
1076,25,Male,Divorced,Research & Development,Medical,5,Travel_Rarely,7,Human Resources,3,2,3,4,2,3,3,1,3,1,0,0,0,5,2,No,13,8000,527,47,14552,1,Y,80,No
1077,48,Male,Married,Sales,Life Sciences,4,Non-Travel,8,Laboratory Technician,1,1,1,4,1,2,3,4,26,25,14,8,5,0,1,No,11,6847,458,63,15034,1,Y,80,No
1078,25,Male,Divorced,Research & Development,Other,5,Travel_Rarely,21,Healthcare Representative,3,4,4,3,4,2,3,8,4,1,0,0,0,0,1,Yes,12,8992,1094,78,21952,1,Y,80,Yes
1079,35,Female,Married,Research & Development,Life Sciences,5,Travel_Rarely,7,Healthcare Representative,3,1,2,4,2,3,3,1,17,8,4,2,3,3,1,No,16,9826,266,96,9276,1,Y,80,No
1080,53,Male,Single,Research & Development,Other,3,Travel_Rarely,3,Research Scientist,5,1,3,4,2,2,3,1,34,30,12,0,17,5,1,No,17,18096,1384,90,23899,1,Y,80,No
1081,57,Male,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,5,Research Scientist,3,2,1,3,1,3,3,8,34,24,16,11,3,5,2,Yes,14,10901,638,41,26632,1,Y,80,No
1082,60,Female,Single,Sales,Technical Degree,5,Travel_Rarely,29,Laboratory Technician,5,3,2,4,3,3,3,8,38,36,6,15,17,4,1,No,25,14076,786,35,4880,1,Y,80,No
1083,59,Male,Single,Research & Development,Technical Degree,1,Travel_Rarely,26,Sales Executive,2,4,1,3,3,1,3,4,40,28,18,0,17,1,0,No,22,9582,1051,97,14782,1,Y,80,No
1084,41,Male,Single,Research & Development,Life Sciences,4,Non-Travel,28,Sales Representative,2,3,3,3,4,3,3,0,19,8,6,2,2,6,0,No,21,8801,1330,88,2429,1,Y,80,No
1085,26,Male,Married,Research & Development,Marketing,2,Travel_Frequently,9,Healthcare Representative,1,4,1,2,3,2,4,5,4,3,2,1,1,0,0,No,20,4220,1178,40,10459,1,Y,80,Yes
1086,54,Male,Married,Research & Development,Technical Degree,1,Travel_Rarely,13,Research Director,4,3,1,3,3,1,3,2,32,25,18,4,17,2,2,No,20,16354,634,90,11339,1,Y,80,No
1087,52,Male,Married,Sales,Technical Degree,1,Travel_Rarely,15,Research Director,1,4,3,2,3,3,3,5,29,27,13,14,5,5,1,Yes,24,7524,1149,84,18595,1,Y,80,No
1088,60,Male,Divorced,Sales,Life Sciences,1,Travel_Rarely,16,Manufacturing Director,2,1,3,1,4,2,3,1,39,22,10,1,12,4,0,No,16,10975,653,98,11772,1,Y,80,No
1089,45,Female,Single,Sales,Life Sciences,5,Travel_Rarely,1,Research Director,5,1,2,2,4,4,3,8,27,16,12,0,12,5,0,No,13,17307,823,41,11058,1,Y,80,No
1090,24,Female,Married,Sales,Medical,4,Travel_Rarely,18,Sales Executive,4,3,2,1,4,3,4,6,2,0,0,0,0,5,2,Yes,15,11344,1060,88,21333,1,Y,80,Yes
1091,39,Male,Married,Research & Development,Medical,1,Travel_Rarely,2,Manufacturing Director,3,4,2,4,2,2,3,6,21,8,6,1,6,6,1,No,14,12092,870,55,20958,1,Y,80,No
