EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,Attrition,Attrition_Flag,TenureRatio,JobHoppingIndex,SatisfactionScore,IncomeToLevelRatio,PromotionStagnation,ManagerStability,IsFrequentTraveler,HasNoStockOptions,IsEarlyCareer,LongCommute,AgeGroup
848,20,Male,Married,Sales,Medical,3,Travel_Rarely,6,Research Scientist,2,4,1,2,4,3,3,2,0,0,0,0,0,6,0,No,13,5975,462,53,14943,No,0,0.0,2.0,2.5,0.7396101917321655,0.0,0.0,0,1,1,0,18-25
849,53,Female,Single,Research & Development,Life Sciences,2,Non-Travel,9,Laboratory Technician,4,2,4,3,4,3,3,8,35,22,17,7,15,1,0,No,19,12096,1367,46,18979,No,0,0.6285714285714286,0.22857142857142856,3.5,0.950023437422083,0.3181818181818182,0.6818181818181818,0,1,0,0,46-55
850,44,Male,Single,Research & Development,Other,3,Non-Travel,18,Research Scientist,2,1,1,1,3,2,3,7,22,12,7,4,9,0,0,No,16,8886,1165,75,5861,Yes,1,0.5454545454545454,0.3181818181818182,1.75,1.0999458014614263,0.3333333333333333,0.75,0,1,0,1,36-45
851,60,Female,Divorced,Research & Development,Other,4,Travel_Frequently,28,Sales Representative,4,3,4,1,1,3,3,5,40,21,3,9,7,3,0,No,25,15261,1485,71,23318,No,0,0.525,0.125,2.25,1.1986034787118394,0.42857142857142855,0.3333333333333333,1,1,0,1,56-60
852,52,Male,Single,Research & Development,Medical,5,Travel_Frequently,23,Sales Representative,1,1,1,1,3,3,3,3,34,33,14,12,11,4,0,No,16,7684,639,48,9655,No,0,0.9705882352941176,0.08823529411764706,2.0,1.3577754473062984,0.36363636363636365,0.3333333333333333,1,1,0,1,46-55
853,59,Female,Divorced,Human Resources,Marketing,3,Travel_Rarely,16,Manufacturing Director,2,2,4,1,4,3,3,4,37,36,9,8,17,5,0,No,22,10268,887,45,13508,No,0,0.972972972972973,0.10810810810810811,3.0,1.2710154725867573,0.2222222222222222,0.4722222222222222,0,1,0,1,56-60
854,28,Female,Married,Research & Development,Medical,1,Travel_Rarely,5,Sales Executive,3,2,3,3,2,1,3,8,5,3,0,1,1,3,2,Yes,18,10260,908,70,14547,No,0,0.6,1.6,2.25,0.9978674792537869,0.3333333333333333,0.3333333333333333,0,0,0,0,26-35
855,30,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,8,Healthcare Representative,4,1,1,4,3,3,3,1,9,2,1,0,1,4,0,No,17,13342,422,49,20594,No,0,0.2222222222222222,0.1111111111111111,2.75,1.047884647989867,0.0,0.5,0,1,0,0,26-35
856,54,Male,Married,Research & Development,Medical,3,Travel_Rarely,13,Sales Representative,5,4,4,2,2,3,3,5,31,20,2,6,10,0,0,No,21,14878,1404,68,4906,No,0,0.6451612903225806,0.16129032258064516,2.75,1.002403257068361,0.3,0.5,0,1,0,0,46-55
857,28,Female,Married,Research & Development,Life Sciences,2,Travel_Rarely,8,Healthcare Representative,2,2,2,2,1,3,4,7,8,7,6,0,1,5,1,No,20,6110,1309,78,24677,No,0,0.875,0.875,2.0,0.7563210496206747,0.0,0.14285714285714285,0,0,0,0,26-35
858,20,Male,Married,Sales,Medical,4,Travel_Rarely,20,Laboratory Technician,5,3,4,1,3,2,3,6,0,0,0,0,0,2,0,No,18,15257,1478,48,4813,No,0,0.0,6.0,2.5,1.0279383313007113,0.0,0.0,0,1,1,1,18-25
859,46,Male,Single,Sales,Life Sciences,2,Travel_Frequently,11,Manager,5,4,3,4,2,3,3,1,26,9,4,2,5,2,1,Yes,11,16846,740,70,17933,No,0,0.34615384615384615,0.038461538461538464,3.0,1.1349969934516473,0.2222222222222222,0.5555555555555556,1,0,0,0,46-55
860,52,Male,Divorced,Human Resources,Life Sciences,2,Travel_Rarely,25,Manager,2,2,2,4,3,3,4,5,31,10,3,1,1,2,2,Yes,12,10761,278,100,7252,No,0,0.3225806451612903,0.16129032258064516,3.0,1.3320410499129427,0.1,0.1,0,0,0,1,46-55
861,59,Male,Single,Research & Development,Life Sciences,5,Travel_Rarely,8,Manager,1,4,1,3,3,2,3,1,36,11,1,4,4,0,0,No,19,7278,322,68,25084,No,0,0.3055555555555556,0.027777777777777776,2.25,1.2860345790597658,0.36363636363636365,0.36363636363636365,0,1,0,0,56-60
862,57,Female,Single,Research & Development,Human Resources,5,Travel_Frequently,15,Research Director,2,2,2,2,4,3,3,9,36,30,17,1,3,3,1,Yes,11,11286,878,39,16795,No,0,0.8333333333333334,0.25,2.75,1.3970277194793674,0.03333333333333333,0.1,1,0,0,1,56-60
863,23,Female,Married,Research & Development,Life Sciences,3,Travel_Rarely,21,Laboratory Technician,4,4,1,1,4,4,3,3,5,2,0,0,1,2,0,No,20,9665,1245,82,25628,Yes,1,0.4,0.6,2.5,0.7590919744282765,0.0,0.5,0,1,0,1,18-25
864,51,Male,Married,Research & Development,Medical,2,Travel_Rarely,6,Manager,4,2,4,4,3,4,3,4,30,14,8,7,2,1,1,No,24,14119,1078,61,25329,No,0,0.4666666666666667,0.13333333333333333,3.75,1.1089104590742715,0.5,0.14285714285714285,0,0,0,0,46-55
865,54,Female,Married,Research & Development,Medical,5,Travel_Rarely,23,Research Director,4,1,1,1,1,1,3,8,34,15,8,6,2,1,1,Yes,22,14010,1125,80,8693,No,0,0.4411764705882353,0.23529411764705882,1.0,1.1003495666570258,0.4,0.13333333333333333,0,0,0,1,46-55
866,48,Male,Married,Sales,Medical,1,Travel_Frequently,17,Research Scientist,4,4,1,1,3,3,3,4,27,11,3,4,8,0,0,No,21,10833,1194,32,7975,No,0,0.4074074074074074,0.14814814814814814,2.0,0.8508270417983982,0.36363636363636365,0.7272727272727273,1,1,0,1,46-55
867,53,Male,Single,Sales,Medical,4,Travel_Rarely,19,Laboratory Technician,1,4,1,3,4,2,3,1,32,28,13,7,4,6,1,No,15,6100,1279,80,4813,No,0,0.875,0.03125,2.5,1.0778800401572646,0.25,0.14285714285714285,0,0,0,1,46-55
868,54,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,14,Sales Executive,3,4,4,1,2,4,4,8,33,17,5,4,11,2,1,No,20,10089,1388,78,19995,No,0,0.5151515151515151,0.24242424242424243,2.75,0.9812363545995572,0.23529411764705882,0.6470588235294118,0,0,0,0,46-55
869,37,Female,Single,Research & Development,Marketing,5,Travel_Rarely,28,Manufacturing Director,5,1,4,1,3,3,3,6,14,5,1,0,2,6,0,No,13,12030,608,30,2615,No,0,0.35714285714285715,0.42857142857142855,2.75,0.8105196385624669,0.0,0.4,0,1,0,1,36-45
870,19,Male,Single,Research & Development,Medical,3,Travel_Rarely,23,Sales Executive,2,4,3,3,4,3,3,6,0,0,0,0,0,5,0,No,24,7252,1119,62,6734,Yes,1,0.0,6.0,3.25,0.8976825289442116,0.0,0.0,0,1,1,1,18-25
871,37,Male,Single,Sales,Marketing,5,Travel_Rarely,6,Sales Representative,5,2,1,1,2,2,3,0,14,9,0,3,2,3,1,Yes,12,17009,489,63,24723,No,0,0.6428571428571429,0.0,1.5,1.1459790966175394,0.3333333333333333,0.2222222222222222,0,0,0,0,36-45
872,26,Male,Married,Research & Development,Medical,1,Travel_Rarely,17,Sales Executive,1,4,3,2,2,3,3,4,5,3,0,0,0,5,0,No,19,5007,1065,69,17887,No,0,0.6,0.8,2.5,0.8847451411585939,0.0,0.0,0,1,0,1,26-35
873,22,Female,Married,Research & Development,Medical,4,Travel_Rarely,27,Sales Representative,5,4,4,3,2,2,3,4,3,2,1,0,0,1,1,No,18,15905,177,73,13268,No,0,0.6666666666666666,1.3333333333333333,2.75,1.071597244500086,0.0,0.0,0,0,1,1,18-25
874,23,Male,Married,Research & Development,Medical,1,Travel_Rarely,9,Manager,4,1,1,1,4,3,3,2,4,1,0,0,0,1,2,No,12,12602,175,79,5442,No,0,0.25,0.5,2.25,0.9897648279094816,0.0,0.0,0,0,0,0,18-25
875,47,Male,Single,Sales,Life Sciences,4,Travel_Rarely,16,Human Resources,4,2,4,4,2,3,3,5,24,4,3,0,3,6,1,No,13,15236,379,94,23127,No,0,0.16666666666666666,0.20833333333333334,3.25,1.196639971276691,0.0,0.75,0,0,0,1,46-55
876,39,Female,Single,Research & Development,Medical,1,Travel_Rarely,22,Manufacturing Director,4,2,1,1,2,3,3,2,16,3,2,0,0,4,0,No,21,10907,862,84,23134,No,0,0.1875,0.125,1.75,0.8566390238064368,0.0,0.0,0,1,0,1,36-45
877,41,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,8,Manufacturing Director,5,2,4,3,3,3,3,4,23,17,11,4,4,4,1,No,19,13881,1374,52,3154,No,0,0.7391304347826086,0.17391304347826086,3.25,0.9352305156180883,0.23529411764705882,0.23529411764705882,0,0,0,0,36-45
878,50,Male,Single,Research & Development,Medical,4,Travel_Frequently,16,Laboratory Technician,2,3,3,1,3,2,3,8,31,29,14,8,6,6,1,No,13,10383,938,98,20562,No,0,0.9354838709677419,0.25806451612903225,2.25,1.285250647825117,0.27586206896551724,0.20689655172413793,1,0,0,1,46-55
879,41,Male,Married,Sales,Marketing,1,Travel_Rarely,17,Healthcare Representative,1,2,4,3,4,2,3,7,19,8,3,2,2,0,1,No,13,5636,885,63,10226,No,0,0.42105263157894735,0.3684210526315789,3.25,0.9958904764469414,0.25,0.25,0,0,0,1,36-45
880,45,Male,Divorced,Sales,Life Sciences,5,Travel_Rarely,6,Research Scientist,5,3,2,4,4,3,3,2,27,22,2,2,5,1,3,No,20,16972,1075,91,19018,No,0,0.8148148148148148,0.07407407407407407,3.25,1.143486226573748,0.09090909090909091,0.22727272727272727,0,0,0,0,36-45
881,21,Male,Married,Sales,Life Sciences,2,Travel_Rarely,6,Research Scientist,1,3,4,4,4,3,3,2,3,2,1,0,1,6,1,No,20,4266,1340,64,9370,No,0,0.6666666666666666,0.6666666666666666,3.75,0.7538092215263754,0.0,0.5,0,0,1,0,18-25
882,54,Female,Divorced,Research & Development,Marketing,3,Travel_Rarely,17,Human Resources,4,1,4,2,4,1,3,0,31,30,13,14,3,0,0,No,17,12726,916,52,2366,No,0,0.967741935483871,0.0,2.75,0.9995038247878165,0.4666666666666667,0.1,0,1,0,1,46-55
883,37,Female,Single,Research & Development,Medical,1,Travel_Rarely,6,Sales Representative,2,1,2,1,2,3,3,3,19,10,3,1,8,3,0,Yes,11,7335,1133,81,20849,Yes,1,0.5263157894736842,0.15789473684210525,2.0,0.907956611942332,0.1,0.8,0,1,0,0,36-45
884,24,Female,Single,Sales,Technical Degree,1,Travel_Rarely,28,Research Scientist,5,3,3,4,2,3,3,0,5,1,0,0,0,0,2,Yes,11,14883,673,81,22910,No,0,0.2,0.0,3.0,1.002740131398603,0.0,0.0,0,0,0,1,18-25
885,52,Female,Married,Research & Development,Other,2,Travel_Rarely,16,Manager,5,1,2,3,3,3,3,1,29,23,16,7,17,2,1,No,13,16059,1493,38,19098,No,0,0.7931034482758621,0.034482758620689655,2.75,1.0819729738715425,0.30434782608695654,0.7391304347826086,0,0,0,1,46-55
886,49,Male,Married,Sales,Other,3,Travel_Rarely,21,Laboratory Technician,3,1,2,1,3,3,3,9,31,26,13,3,11,1,2,No,11,10821,782,35,5771,Yes,1,0.8387096774193549,0.2903225806451613,2.25,1.0524292390843302,0.11538461538461539,0.4230769230769231,0,0,0,1,46-55
887,20,Male,Divorced,Research & Development,Medical,3,Travel_Frequently,12,Research Scientist,3,3,4,1,3,1,4,8,0,0,0,0,0,1,1,No,19,8884,1350,83,13253,Yes,1,0.0,8.0,2.25,0.8640404177086397,0.0,0.0,1,0,1,0,18-25
888,26,Female,Single,Research & Development,Life Sciences,5,Travel_Rarely,9,Healthcare Representative,3,2,1,2,1,2,3,5,5,4,3,1,2,5,3,Yes,16,8703,1454,39,15337,Yes,1,0.8,1.0,1.5,0.8464367126652736,0.25,0.5,0,0,0,0,26-35
889,18,Male,Married,Sales,Marketing,1,Travel_Rarely,15,Research Director,3,1,1,3,1,3,3,7,0,0,0,0,0,1,1,Yes,14,8424,1335,62,21837,Yes,1,0.0,7.0,2.0,0.8193017198083724,0.0,0.0,0,0,1,1,18-25
890,29,Female,Married,Sales,Marketing,4,Travel_Rarely,21,Sales Executive,5,2,2,2,1,3,3,4,7,5,4,2,4,5,2,No,19,14720,560,62,21416,No,0,0.7142857142857143,0.5714285714285714,2.0,0.991758028232711,0.4,0.8,0,0,0,1,26-35
891,22,Female,Single,Sales,Marketing,1,Travel_Rarely,12,Manufacturing Director,2,3,4,4,2,3,3,6,4,1,0,0,0,6,2,No,21,6467,622,61,24198,No,0,0.25,1.5,3.25,0.8005119849258434,0.0,0.0,0,0,0,0,18-25
892,48,Male,Single,Sales,Medical,2,Travel_Rarely,9,Human Resources,5,4,1,3,4,4,3,9,30,16,13,3,14,3,2,No,13,18695,1198,62,17791,No,0,0.5333333333333333,0.3,3.0,1.259573120775172,0.1875,0.875,0,0,0,0,46-55
893,40,Male,Divorced,Research & Development,Life Sciences,1,Travel_Rarely,5,Manufacturing Director,4,4,2,4,4,1,3,0,21,8,6,2,6,3,2,No,20,12727,1400,97,25495,No,0,0.38095238095238093,0.0,2.75,0.9995823650852224,0.25,0.75,0,0,0,0,36-45
894,60,Male,Single,Sales,Life Sciences,1,Travel_Rarely,16,Sales Executive,5,3,3,4,4,3,3,3,40,12,5,6,3,2,1,No,12,19879,950,65,22475,No,0,0.3,0.075,3.5,1.3393449621764988,0.5,0.25,0,0,0,1,56-60
895,50,Male,Divorced,Sales,Life Sciences,3,Non-Travel,20,Manufacturing Director,4,4,2,2,3,3,3,1,27,6,4,1,2,4,1,No,19,15136,1188,91,7003,No,0,0.2222222222222222,0.037037037037037035,2.5,1.1887859415360986,0.16666666666666666,0.3333333333333333,0,0,0,1,46-55
896,44,Male,Married,Human Resources,Life Sciences,5,Travel_Rarely,16,Sales Representative,5,3,3,4,1,2,3,7,26,19,3,11,12,5,1,No,16,17902,721,63,19721,No,0,0.7307692307692307,0.2692307692307692,2.5,1.2061448519987765,0.5789473684210527,0.631578947368421,0,0,0,1,36-45
897,39,Male,Married,Research & Development,Other,4,Travel_Rarely,8,Human Resources,3,2,3,2,4,4,3,8,19,17,2,7,5,6,1,No,12,11333,1299,63,4129,No,0,0.8947368421052632,0.42105263157894735,3.25,1.102225355008106,0.4117647058823529,0.29411764705882354,0,0,0,0,36-45
898,20,Female,Married,Sales,Life Sciences,5,Travel_Rarely,8,Manager,3,4,4,1,4,4,3,7,0,0,0,0,0,1,1,Yes,23,8843,680,75,20901,No,0,0.0,7.0,3.25,0.8600528381131811,0.0,0.0,0,0,1,0,18-25
899,21,Female,Divorced,Research & Development,Marketing,3,Travel_Frequently,11,Sales Executive,2,2,4,2,4,3,3,6,2,1,0,0,0,4,1,No,13,6463,970,46,7534,Yes,1,0.5,3.0,3.25,0.8000168483958136,0.0,0.0,1,0,1,0,18-25
900,44,Female,Single,Research & Development,Other,1,Travel_Rarely,11,Research Director,2,4,2,2,2,4,4,4,24,4,0,0,2,0,1,Yes,22,8629,852,97,9469,Yes,1,0.16666666666666666,0.16666666666666666,2.5,1.0681332794070053,0.0,0.5,0,0,0,0,36-45
901,18,Male,Single,Research & Development,Medical,2,Travel_Rarely,6,Research Director,1,4,2,4,1,1,3,0,0,0,0,0,0,3,1,No,16,3443,1270,96,16351,No,0,0.0,0.0,2.0,0.6083837669281085,0.0,0.0,0,0,1,0,18-25
902,19,Male,Married,Research & Development,Medical,5,Travel_Rarely,28,Manager,2,2,2,4,4,4,3,7,1,0,0,0,0,0,2,No,21,5605,1219,42,11477,Yes,1,0.0,7.0,3.5,0.6938100627043996,0.0,0.0,0,0,1,1,18-25
903,27,Male,Married,Sales,Marketing,1,Travel_Rarely,10,Human Resources,5,3,2,1,1,3,3,8,6,3,2,1,2,3,1,No,21,11262,1274,40,18189,No,0,0.5,1.3333333333333333,1.75,0.758775741437282,0.3333333333333333,0.6666666666666666,0,0,0,0,26-35
904,56,Male,Single,Sales,Life Sciences,1,Travel_Frequently,8,Sales Representative,5,4,4,1,4,2,3,9,33,30,8,9,17,5,1,No,17,17763,271,55,14536,No,0,0.9090909090909091,0.2727272727272727,2.75,1.1967797456180465,0.3,0.5666666666666667,1,0,0,0,56-60
905,37,Female,Single,Research & Development,Medical,5,Travel_Frequently,18,Laboratory Technician,4,4,3,3,4,3,3,3,17,10,5,4,3,5,2,No,21,10646,443,43,17900,No,0,0.5882352941176471,0.17647058823529413,3.25,0.83614000618349,0.4,0.3,1,0,0,1,36-45
906,48,Male,Married,Research & Development,Technical Degree,1,Travel_Frequently,24,Manufacturing Director,2,1,3,3,4,3,3,2,27,19,4,8,3,5,1,Yes,17,9020,1374,35,16654,No,0,0.7037037037037037,0.07407407407407407,3.25,1.1165328752174282,0.42105263157894735,0.15789473684210525,1,0,0,1,46-55
907,35,Male,Single,Research & Development,Technical Degree,5,Travel_Rarely,14,Healthcare Representative,3,4,2,3,3,3,3,6,13,9,2,0,6,4,1,No,20,8390,282,87,7150,No,0,0.6923076923076923,0.46153846153846156,2.75,0.8159949464853092,0.0,0.6666666666666666,0,0,0,0,26-35
908,25,Female,Single,Sales,Technical Degree,4,Travel_Rarely,20,Healthcare Representative,4,3,3,2,4,3,3,0,2,0,0,0,0,4,1,No,14,9186,1183,44,19291,No,0,0.0,0.0,3.0,0.7214711719708378,0.0,0.0,0,0,1,1,18-25
909,33,Male,Divorced,Research & Development,Other,4,Travel_Frequently,3,Manager,1,1,3,4,4,3,3,0,11,5,4,1,2,0,1,No,17,4987,988,56,25966,No,0,0.45454545454545453,0.0,3.5,0.8812111082400456,0.2,0.4,1,0,0,0,26-35
910,21,Male,Single,Sales,Medical,3,Travel_Rarely,16,Sales Representative,5,1,3,2,4,2,3,8,0,0,0,0,0,5,1,No,13,14990,588,100,15889,No,0,0.0,8.0,2.75,1.0099492420657838,0.0,0.0,0,0,1,1,18-25
911,51,Male,Divorced,Research & Development,Technical Degree,1,Travel_Rarely,2,Sales Executive,5,3,4,2,2,2,3,9,29,16,4,6,5,4,0,No,17,14995,153,58,17180,No,0,0.5517241379310345,0.3103448275862069,2.5,1.010286116396026,0.375,0.3125,0,1,0,0,46-55
912,25,Female,Divorced,Research & Development,Marketing,3,Travel_Rarely,4,Manager,5,2,4,2,3,2,4,4,2,1,0,0,0,1,0,No,11,15440,114,32,19761,No,0,0.5,2.0,2.75,1.0402679317875718,0.0,0.0,0,1,1,0,18-25
913,34,Female,Single,Research & Development,Marketing,5,Travel_Rarely,18,Sales Executive,1,1,1,4,4,3,3,5,11,6,2,2,0,4,2,No,17,4005,1349,47,4115,Yes,1,0.5454545454545454,0.45454545454545453,3.0,0.7076900919393188,0.3333333333333333,0.0,0,0,0,1,26-35
914,60,Male,Married,Sales,Technical Degree,5,Travel_Rarely,6,Healthcare Representative,5,3,1,2,1,3,3,5,38,21,3,5,7,2,2,No,23,16497,247,45,5768,No,0,0.5526315789473685,0.13157894736842105,1.75,1.1114831652007495,0.23809523809523808,0.3333333333333333,0,0,0,0,56-60
915,43,Female,Married,Research & Development,Technical Degree,3,Non-Travel,2,Manufacturing Director,4,3,4,3,1,3,3,1,23,8,1,0,4,3,0,No,16,11240,1142,69,15953,No,0,0.34782608695652173,0.043478260869565216,2.75,0.8827929428426101,0.0,0.5,0,1,0,0,36-45
916,37,Female,Married,Research & Development,Human Resources,5,Travel_Frequently,6,Research Scientist,3,1,2,4,2,2,3,2,18,8,3,4,1,5,2,No,18,9489,302,60,11866,No,0,0.4444444444444444,0.1111111111111111,2.5,0.9228815312513825,0.5,0.125,1,0,0,0,36-45
917,41,Female,Single,Research & Development,Medical,4,Travel_Frequently,23,Human Resources,1,2,2,1,2,2,3,2,20,18,5,5,15,2,1,No,23,4727,655,35,19298,Yes,1,0.9,0.1,1.75,0.8352686802989162,0.2777777777777778,0.8333333333333334,1,0,0,1,36-45
918,51,Male,Single,Research & Development,Marketing,1,Travel_Frequently,18,Laboratory Technician,3,2,4,3,4,3,3,8,29,12,9,5,8,6,0,Yes,11,9254,245,50,24832,No,0,0.41379310344827586,0.27586206896551724,3.5,0.9000258921066807,0.4166666666666667,0.6666666666666666,1,1,0,1,46-55
919,28,Male,Single,Research & Development,Life Sciences,4,Travel_Rarely,12,Sales Executive,2,4,3,3,4,2,3,4,6,4,2,0,1,2,1,No,21,7310,991,63,21558,No,0,0.6666666666666666,0.6666666666666666,3.0,0.9048620086296452,0.0,0.25,0,0,0,0,26-35
920,45,Female,Married,Sales,Marketing,4,Non-Travel,29,Manufacturing Director,5,3,1,4,1,3,3,7,24,5,2,1,2,3,0,Yes,18,16299,243,68,7423,No,0,0.20833333333333334,0.2916666666666667,2.25,1.0981429417231627,0.2,0.4,0,1,0,1,36-45
921,55,Male,Divorced,Sales,Technical Degree,3,Travel_Rarely,12,Sales Representative,2,1,1,1,2,3,4,1,37,11,4,2,4,0,0,No,16,8614,976,59,9680,No,0,0.2972972972972973,0.02702702702702703,1.75,1.066276517419393,0.18181818181818182,0.36363636363636365,0,1,0,0,46-55
922,42,Female,Married,Research & Development,Technical Degree,4,Travel_Frequently,26,Sales Executive,2,3,4,3,4,3,4,9,23,10,7,2,4,0,2,No,14,9647,1444,100,5591,No,0,0.43478260869565216,0.391304347826087,3.5,1.1941455262996152,0.2,0.4,1,0,0,1,36-45
923,37,Female,Married,Sales,Medical,5,Travel_Rarely,11,Healthcare Representative,5,4,4,4,3,3,3,8,16,14,3,1,7,1,1,No,19,15685,1138,64,4440,No,0,0.875,0.5,3.5,1.0567747739694342,0.07142857142857142,0.5,0,0,0,0,36-45
924,24,Male,Divorced,Sales,Medical,3,Travel_Frequently,1,Manufacturing Director,1,1,2,2,1,3,3,4,4,1,0,0,0,6,0,No,17,3996,1021,79,20620,Yes,1,0.25,1.0,2.0,0.7060997771259719,0.0,0.0,1,1,0,0,18-25
925,28,Female,Married,Research & Development,Medical,2,Travel_Rarely,4,Research Director,5,4,4,3,3,1,3,2,8,6,0,1,1,1,1,No,16,13392,1368,70,19300,No,0,0.75,0.25,2.75,0.902284206120412,0.16666666666666666,0.16666666666666666,0,0,0,0,26-35
926,58,Female,Single,Sales,Life Sciences,5,Travel_Rarely,8,Sales Executive,5,1,1,2,4,4,4,9,39,13,10,2,2,2,1,Yes,21,15482,1248,58,6860,No,0,0.3333333333333333,0.23076923076923078,2.75,1.0430976761616053,0.15384615384615385,0.15384615384615385,0,0,0,0,56-60
927,41,Female,Divorced,Sales,Life Sciences,5,Travel_Rarely,6,Sales Executive,2,3,4,3,2,2,3,8,23,15,3,3,3,5,1,Yes,16,9422,1126,32,19620,No,0,0.6521739130434783,0.34782608695652173,2.75,1.1662940964854331,0.2,0.2,0,0,0,0,36-45
928,30,Male,Married,Sales,Human Resources,4,Travel_Rarely,5,Manager,4,2,1,2,2,1,3,5,10,6,4,1,3,2,0,Yes,23,11732,887,78,13440,Yes,1,0.6,0.5,1.5,0.9214347691663258,0.16666666666666666,0.5,0,1,0,0,26-35
929,35,Female,Single,Sales,Life Sciences,4,Travel_Frequently,12,Research Scientist,4,3,3,1,3,3,4,2,15,10,1,3,8,5,0,No,15,10533,646,91,23902,No,0,0.6666666666666666,0.13333333333333333,2.5,0.8272649525766204,0.3,0.8,1,1,0,0,26-35
930,42,Male,Married,Research & Development,Other,1,Travel_Rarely,29,Sales Representative,3,4,4,4,4,2,3,6,20,8,6,3,4,0,1,No,21,9213,967,91,19795,No,0,0.4,0.3,3.5,0.8960383125112221,0.375,0.5,0,0,0,1,36-45
931,41,Female,Divorced,Research & Development,Life Sciences,3,Non-Travel,6,Laboratory Technician,4,4,3,1,3,3,3,3,23,7,3,2,6,0,1,No,19,11981,249,86,8765,No,0,0.30434782608695654,0.13043478260869565,2.5,0.9409913032204015,0.2857142857142857,0.8571428571428571,0,0,0,0,36-45
932,48,Female,Single,Sales,Technical Degree,1,Non-Travel,7,Manager,1,4,4,1,4,3,3,6,28,25,2,6,14,0,2,Yes,24,6290,1333,46,14121,No,0,0.8928571428571429,0.21428571428571427,3.0,1.1114533528834745,0.24,0.56,0,0,0,0,46-55
933,29,Female,Married,Research & Development,Medical,3,Travel_Frequently,29,Sales Executive,3,4,2,4,4,3,3,8,6,3,2,0,0,0,0,Yes,17,9392,1339,62,7836,Yes,1,0.5,1.3333333333333333,3.25,0.9134475014767609,0.0,0.0,1,1,0,1,26-35
934,45,Male,Single,Research & Development,Marketing,5,Travel_Rarely,6,Sales Representative,3,2,2,4,2,3,3,4,26,9,1,0,7,4,2,Yes,14,12900,466,80,24537,No,0,0.34615384615384615,0.15384615384615385,2.75,1.2546287019857556,0.0,0.7777777777777778,0,0,0,0,36-45
935,37,Male,Single,Human Resources,Marketing,2,Travel_Rarely,25,Healthcare Representative,3,2,2,3,2,4,3,0,18,9,4,2,1,0,3,No,16,9280,1159,81,14860,No,0,0.5,0.0,2.75,0.902554601118435,0.2222222222222222,0.1111111111111111,0,0,0,1,36-45
936,58,Male,Single,Research & Development,Marketing,5,Travel_Rarely,19,Sales Executive,5,3,1,3,3,3,3,5,40,10,3,5,1,4,0,No,20,15799,1072,73,23953,No,0,0.25,0.125,2.5,1.0644555086989538,0.5,0.1,0,1,0,1,56-60
937,24,Male,Married,Sales,Human Resources,1,Travel_Rarely,27,Laboratory Technician,5,1,2,2,1,1,4,8,3,1,0,0,0,4,0,Yes,17,10976,1295,33,14778,Yes,1,0.3333333333333333,2.6666666666666665,1.5,0.7395065297474345,0.0,0.0,0,1,1,1,18-25
938,24,Male,Divorced,Research & Development,Medical,1,Travel_Rarely,17,Sales Executive,4,3,1,3,1,3,3,2,1,0,0,0,0,1,1,No,24,10379,1359,82,14573,No,0,0.0,2.0,2.0,0.8151697467761078,0.0,0.0,0,0,1,1,18-25
939,37,Male,Single,Research & Development,Life Sciences,5,Travel_Frequently,18,Sales Executive,3,3,4,3,1,2,3,9,17,5,2,0,4,0,2,Yes,13,10785,1141,70,6623,No,0,0.29411764705882354,0.5294117647058824,2.5,1.0489279496834398,0.0,0.8,1,0,0,1,36-45
940,39,Male,Single,Research & Development,Life Sciences,1,Travel_Rarely,7,Sales Representative,3,4,1,3,4,2,3,3,19,10,7,4,2,1,0,No,15,12117,1410,35,26021,Yes,1,0.5263157894736842,0.15789473684210525,2.5,1.1784756575163875,0.4,0.2,0,1,0,0,36-45
941,47,Female,Single,Research & Development,Marketing,4,Travel_Rarely,17,Manufacturing Director,1,1,1,3,4,2,3,6,25,17,14,7,12,1,0,No,25,6819,555,68,18817,No,0,0.68,0.24,2.5,1.2049285235790796,0.4117647058823529,0.7058823529411765,0,1,0,1,46-55
942,35,Female,Single,Sales,Medical,4,Travel_Rarely,20,Research Director,3,1,3,3,4,3,3,7,15,14,9,5,4,3,1,No,22,8478,721,82,9294,No,0,0.9333333333333333,0.4666666666666667,3.25,0.8245536539097081,0.35714285714285715,0.2857142857142857,0,0,0,1,26-35
943,57,Male,Married,Research & Development,Medical,2,Travel_Rarely,29,Laboratory Technician,2,1,3,4,1,3,3,1,37,28,10,11,10,6,2,Yes,12,11131,308,96,22991,No,0,0.7567567567567568,0.02702702702702703,2.75,1.3778411789407086,0.39285714285714285,0.35714285714285715,0,0,0,1,56-60
